subid,age,gender,add_side,mult_side,q1,q2,q3,q4,time_elapsed
5545,19,Male,right,left,Not at all,Not at all,Always,ease of x or  ,1299374
3320,20,Male,left,right,Not at all,Not at all,Always,I tried to just use the average of what was given to pick which side to stick to and therefore use the appropriate calculation,2057031
5452,18,Male,left,right,Not at all,Not at all,Always,I tried to figure out which one had the highest average from the first four pulls and stuck with that column unless the subsequent numbers were consistently lower than the revealed numbers from the other column.,3752526
5653,19,Female,right,left,Not at all,Not at all,Always,I mainly focused on which side had higher sum of numbers and then leaned towards that one.,3225735
5519,21,Female,left,right,Not at all,Not at all,Always,"The information provided in the first 4 numbers revealed, the general average of those numbers, as well as how much info we had from each slot factored into my decisions.",2831779
5085,18,Female,left,right,Not at all,Not at all,Always,usually addition since it was easier,1362403
919,21,Male,right,left,Not at all,Not at all,Always,"I looked at the first 40 values and if two one slot had a clear higher average than the other, I chose the same column every time. If it was unclear, I just picked the one with the easier math problem to solve until I got enough information to decide which column I would pick throughout.",2623457
5637,18,nonbinary,right,left,Not at all,Not at all,Always,whichever was easier,2183433
3160,20,Female ,left,right,Not at all,Not at all,Always,No ,1267112
4987,19,Male,right,left,Not at all,Not at all,Always,The last digits. Square of a number. Breaking down a number to tens and single digits numbers. ,1857703
5671,18,Male,left,right,Not at all,Not at all,Always,I tried spending half my turns gathering equal amounts of information on both sides and then progressed via the progressive average.,3063695
5617,20,Male,right,left,Not at all,Not at all,Always,no,1997241
4478,22,Male,right,left,Not at all,Not at all,Always,no,1949377
4525,21,Male,left,right,Not at all,Not at all,Always,I picked the one that had the appeared to have the highest average based on the values I had already seen.,2079967
4355,21,Female,right,left,Not at all,Not at all,Always,the forced choices guided my decisions. also how easily i could do the math to be honest,3097321
5431,20,Female,left,right,Not at all,Not at all,Always,"I just tried to pick an equal amount from each slot machine - so if one had four, I would also try to reveal four on the other one. ",70117095
5461,20,Female,right,left,Some of the time,Not at all,Most of the time,"If the math multiplication problem looked really hard, I usually just chose to do addition regardless of the previous pattern of numbers. If the math problem seemed more easily doable for addition or multiplication, I would look at the previous pattern of numbers do guide my decision.",2777185
813,21,Male,left,right,Not at all,Not at all,Always,always left,2165951
5668,18,Female,left,right,Not at all,Not at all,Always,average of presented numbers on each side,2503151
4452,19,Female,right,left,Not at all,Not at all,Always,I DID MULTIPLICATION UNLESS IT WAS too difficult to complete immediately,4091130
3687,20,Female,left,right,Not at all,Not at all,Always,the values that were presented within each machine. Higher numbers persuaded that bandit,3226237
5083,18,Female,left,right,Not at all,Not at all,Always,Consistency of high numbers in a slot,2838841
5288,22,Female,right,left,Not at all,Not at all,Always,"Most of the times it was which side, the X or  ,  was easier. But sometime I tried to figure out a pattern of the numbers.",15561032
5549,18,Male,right,left,Not at all,Not at all,Always,Whichever was an easier calculation.,277772861
5643,19,Male,right,left,Not at all,Not at all,Always,The average of the scores shown,1986615
5647,18,Male,left,right,Not at all,Some of the time,Most of the time,Averaged the numbers we were forced to pick. I would choose the bandit with a higher average.,1908729
5316,19,Male,right,left,Not at all,Not at all,Always,I had no idea what was supposed to guild my reason for multiplying or adding.,2688975
5669,18,Male,left,right,Not at all,Not at all,Always,"No, just did it. ",2671040
5655,21,Male,left,right,Not at all,Not at all,Always,I would always continue with the column with a higher average from forced picks. If ambiguous which was better I would use addition because its easier,2122776
5642,18,Male,left,right,Not at all,Some of the time,Most of the time,"I typically did the math for the slot machine which tended to have the higher numbers, or if the multiplication was too complex, I would just do addition.",2364014
4972,18,Male,right,left,Not at all,Some of the time,Most of the time,Observed general trends within each set to aim for the safest option.,1946034
5661,19,Male,right,left,Not at all,Not at all,Always,whichever side had the higher average,2519131
5428,18,Male,right,left,Some of the time,Not at all,Most of the time,I usually went with the ones with the higher beginning numbers,343206179
3652,21,Female,left,right,Not at all,Not at all,Always,I picked whichever I could do faster in my head.,3857085
5284,18,Female,right,left,Not at all,Not at all,Not at all,.,27261738
4330,20,Female,right,left,Not at all,Not at all,Always,"I usually just did whichever bandit was easier. Or, in rare cases when one side looked like it would have more points I would go for the harder multiplication problem",2829350
4038,19,Male,right,left,Some of the time,Not at all,Most of the time,I roughly took the average of each column and then stuck with the column that had the higher average.,2378642
5673,18,Male,right,left,Not at all,Not at all,Always,I just picked the side with the higher numbers in the first four forced choices.,1997126
3184,21,Female,left,right,Not at all,Not at all,Always,I made my decision based on the numbers on the forced choices and then I would factor in how difficult the math problem would be to multiply.,2831217
5363,19,Male,right,left,Not at all,Not at all,Always,blue,2234435
4967,18,Female,left,right,Not at all,Not at all,Always,I chose the bandit that had the easiest math problem. If multiplication was easier I did that and vice versa if addition was easier.,5286415
5682,18,Male,right,left,Not at all,Not at all,Always,The average of the revealed numbers of each slot.,2025882
5140,19,Male,right,left,Not at all,Some of the time,Most of the time,the pattern of the previous numbers,2110912
3656,21,Female,right,left,Some of the time,Not at all,Most of the time,"If several numbers in one bandit appeared to be higher on average than the other bandit/side, then I would pick that side.",6061898
5397,18,Male,right,left,Not at all,Not at all,Always,"I looked at which was of the numbers was higher in the amounts given. Occasionally, I would just default to which operation was easier to do. ",3665182
5581,17,Female,right,left,Not at all,Not at all,Always,"Depending on which side seemed to have higher numbers, I would go for that side. If I were asked to solve a problem in the middle of the column, I would choose a side that I didn't have a lot of information on just so I could see more of that side too before making a decision on which column to end with. ",4325435
5474,18,Female ,left,right,Not at all,Some of the time,Most of the time,no,2406468
5708,19,Male ,right,left,Not at all,Not at all,Always,Whichever had the greatest forced numbers i went with mostly,3411082
4254,19,Male,right,left,Not at all,Some of the time,Most of the time,N/a,41937549
5552,19,Male,right,left,Some of the time,Not at all,Some of the time,I would choose the side with the size of revealed numbers are significantly larger.  ,3462571
5539,18,Female,right,left,Not at all,Not at all,Always,N/a,2944108
5018,19,Male,left,right,Not at all,Not at all,Always,"Mainly if the numbers preceding it showed a good constant high average, I would go with that one. Otherwise, if one had lower numbers than the other but also only had 1 data entry, i might have pulled the other one to see if that one singular data entry was an outlier, and depending on that result, I would re-adjust my strategy and pull the one with the overall higher average",1784236
5628,19,Male,left,right,Some of the time,Not at all,Always,I tried to pick the side with the higher average forced choices. ,2407817
4996,18,Male,left,right,Not at all,Not at all,Always,"Average of the forced swipes, as well as how hard the problem was",1821943
5483,18,Female,left,right,Not at all,Not at all,Always,It was kind of just which ever I could solve easier.,1948547
2637,21,Male,left,right,Not at all,Not at all,Always,I generally chose based on the average of what I'd seen so far but when there were hard multiplication problems I just chose to do addition instead.,2122219
5439,19,Male,left,right,Not at all,Not at all,Always,I tried to calculate average values and also looked for outlier small or large values.,2734977
2526,21,Male,right,left,Not at all,Not at all,Always,"overall average, how many were chosen so far and how many left to choose",2789492
5622,19,Female,right,left,Not at all,Not at all,Always,"I just did whatever operation came easiest to mind when presented the two numbers. I tended not to do multiplication when there were two two-digit numbers, but everything else was somewhat random.",1766411
5066,20,Male,left,right,Not at all,Not at all,Most of the time,"If I didn't have to ""carry"" any numbers for addition, I chose addition.",1869299
5619,18,Male ,left,right,Not at all,Not at all,Always,"For the most part, I tried to see if there was a pattern too see which of the slot machines had a higher point machine. And usually, multiplication had a higher point average so I'd multiply. However, I also have a class soon, so if I thought 18*23 wasn't worth my time, I just chose to add it since I was under a time crunch. ",3178140
3610,21,Female,left,right,Not at all,Not at all,Most of the time,NO,1537058
5599,19,Male,right,left,Not at all,Not at all,Always,"The ones that were harder to multiply I would just add. For example, if it was like 24 and 16 it would be a lot easier for me to say 40 than multiply in my head",1818330
4782,21,Male,right,left,Not at all,Not at all,Always,"Switching if it wasn't ""hot"" but the other had been. Left side generally seemed like it gave more points too. ",3084758
5625,19,Female,right,left,Some of the time,Not at all,Most of the time,"If it was easier and less effort to add, I added, when I knew the answer or it was eassier to figure out like multiplied by 10 or easy to multiply in parts I multiplied",3596140
5555,19,Male,right,left,Not at all,Not at all,Always,I considered the average of revealed numbers.,2294238
5040,19,Male,right,left,Not at all,Not at all,Always,Mostly based on the average of the numbers shown,1462610
5262,19,Female,left,right,Not at all,Not at all,Always,If the first 4 that were chosen were more on one side i'd do the math on the other side.,1929524
4997,19,Female ,right,left,Not at all,Not at all,Always,I looked at the averages of the numbers that were revealed,3093120
5675,21,Male,left,right,Some of the time,Not at all,Most of the time,Whichever column had the higher frequency of larger numbers,4002242
4157,20,Male,right,left,Some of the time,Not at all,Most of the time,"Yes, always statistical averages, went with the highest",3093004
5432,18,Male,left,right,Not at all,Not at all,Always,I used the first 4 to guide my choices for the column to pick. Then after that as long as the column I was picking values' stayed above the ones showed to me in the other column I stuck with it.,2212279
5556,19,Male,right,left,Not at all,Not at all,Some of the time,No,1715719
5553,19,Female,right,left,Not at all,Not at all,Always,"i tried to stay on the side with the highest pattern of high numbers, but if it was harder to do the problem, especially if it was multiplication then I would just add them either way ",3305822
5649,19,Male,right,left,Not at all,Some of the time,Most of the time,"I averaged the information given and picked the logical route. When it wasn't obvious and in the 8 slot one, I would use the information discovered to make smart choices for the following 3.",3565339
5538,18,Male,left,right,Not at all,Not at all,Always,"Nope, whatever seemed easier",1698797
4337,20,Male,right,left,Not at all,Not at all,Always,"i usually picked which one had better previous results, but i also wanted to do easier math problems",2043166
3444,20,Male,right,left,Some of the time,Not at all,Most of the time,I sometimes went along with the trend of which side had repeated the highest one but that information wasn't always available. There were many times that I guessed. If there were double digit number being multiplied in half like 12 X 18 i would divide on side by half so do 12 X 9 which is 108 and then double it to 216. This made it easier in my head and if it was odd like 12 X 19 instead of 18 i would still do the same trick as if it was 12 X 18 but just add 12.,4263096
4917,21,Male,left,right,Not at all,Not at all,Always,Whichever one had the higher numbers before. ,2005577
2852,20,Female,right,left,Some of the time,Not at all,Most of the time,the general average of the first few guided me. ,5349270
800,22,Female,right,left,Not at all,Not at all,Always,which problem was the easiest ,2558131
5612,20,Female,right,left,Not at all,Not at all,Always,I usually picked the one that had shown higher numbers unless the math problem was too complex to solve in my head. ,2682202
4395,19,Male,left,right,Not at all,Not at all,Always,"I tried to see if a pattern existed in each column, if so I would pick my operation from there",3031469
5641,18,Male,left,right,Not at all,Not at all,Always,"Tried to calculate the average of the columns revealed. If 3 vs 1 revealed in the first 4 and the 1 was larger, I would go with that column. The difficulty of the problem didn't really matter to me, although I made some stupid mistakes. I was trying to get the most points possible.",2458697
2906,22,Female,right,left,Not at all,Not at all,Always,used tricks that i had from elementary school,1567317
3635,20,Female,left,right,Not at all,Not at all,Always,"I looked at which side had the higher average, but if the math problem was too strenuous to multiply, I would pull the addition lever even if I knew it would amount to fewer points. ",3245635
5719,18,Female,right,left,Not at all,Some of the time,Most of the time,I would change the format of the problem into even numbers to make it easier to calculate then factor in the remaining amounts.,2435323
5587,20,Male,left,right,Not at all,Not at all,Always,I looked at which numbers were higher on average on each side,4068636
4490,20,Female,right,left,Not at all,Not at all,Always,"Not particularly, whichever operation came to mind was the one that I used. ",3072646
4761,19,Male,left,right,Not at all,Not at all,Always,I looked at which ones gave the most points,161576033
5152,19,Male,right,left,Some of the time,Not at all,Most of the time,"Formula:
-Look at average of both columns
-If more information is needed to determine which is better after the 4, choose until you have enough information
-stick to your choice (it is better to figure out which column is better earlier)
-consciously ignore cost associated with using addition or subtraction (try not to let it factor into decision making)",3197116
5645,18,Female,right,left,Some of the time,Not at all,Most of the time,"If the average of the score for forced choices was above 50/which ever one had the largest average, I would choose for my choices. ",2589497
5021,19,Male,left,right,Not at all,Not at all,Always,I made a rough guess based off of the first numbers revealed and would alternate  between the two slots when the numbers were close together ,2129842
4013,19,Male,right,left,Not at all,Not at all,Always,"how difficult it was to do addition versus substraction, how many choices I left, and how much information I had on each side so far",2600437
2952,20,Female,right,left,Not at all,Not at all,Always,How easy the math problem was generally,2137909
3859,20,Female,left,right,Some of the time,Most of the time,Most of the time,I picked the slots that showed the larger numbers,2514966
1992,21,Female,right,left,Not at all,Not at all,Always,no,4511168
5626,19,Male,right,left,Not at all,Not at all,Always,Which one had rthe highest average of available scores was the column I tried to choose.,2921063
1592,22,Female,right,left,Not at all,Not at all,Always,I chose the slot machine that produced the highest numbers or if the equation was too hard for the highest number produced by the slot machine I chose the simpler equation.  ,4785987
5707,18,Non-binary,left,right,Some of the time,Not at all,Most of the time,I tried to go with whichever one had the highest numbers that appeared in the 4 uncontrolled reveals. ,6953871
2741,22,Male,left,right,Not at all,Not at all,Always,If I saw larger numbers in one column I would try and do the math for the problem in the respective column. Sometimes I randomized what I did due to the problem being easier (because I am incredibly exhausted).,4604142
5526,18,Female,left,right,Not at all,Not at all,Always,towards the end i started doing whichever math problem was easiest,3009126
5031,18,Male,right,left,Some of the time,Not at all,Most of the time,"Not really any strategy, just up to chance",2300165
5480,19,Female,right,left,Not at all,Not at all,Always,i just did the addition ones,1793905
5520,18,Male,right,left,Not at all,Not at all,Always,"In the beginning, I looked at the hints average and just stuck to whatever side had the highest average. Later on, I started doing addition because its generally easier to do.",1729872
4450,20,Female,right,left,Not at all,Not at all,Always,Bigger amount,1797461
4971,19,Female,right,left,Not at all,Not at all,Always,No. I picked whichever one seemed easier to do with the occasional challenging multiplication.,2024361
5414,18,Female,right,left,Not at all,Not at all,Always,I picked whichever math calculation looked easier to do.,1923463
2620,20,Trans Man,right,left,Some of the time,Not at all,Most of the time,I picked the side that had the highest values,3039042
3677,21,Male,right,left,Not at all,Not at all,Always,"Yeah, quite a few, actually. First I would check the averages of each of the revealed columns. If it's the same amount of revealed numbers and the difference is dramatic, I go with the higher one. If they're about equal, I go for which every has the smaller range between numbers first, as there's a chance they have a much more positively skewed range. In that case, if the first check is low, I switch to the other one, as I have confirmed their range isn't skewed. When the number of revealed numbers is uneven, I just go for the highest average, as it's harder to test for a skew reliably then.",2526455
5292,18,Female,left,right,Not at all,Not at all,Always,I just based my choice on the ongoing average of each bandit.,2288851
5512,19,Male ,left,right,Not at all,Not at all,Always,I picked the one with the highest numbers,2022677
3481,20,Female,right,left,Not at all,Not at all,Always,"The ones I could do most easily, but I defaulted to multiplication when it looked promising.",3399285
3845,20,Male,left,right,Not at all,Not at all,Always,"Higher apparent averages, easier to add or multiply",2118553
4012,19,Female ,right,left,Not at all,Not at all,Always,Tried to calculate the average of what I could see and then pick the side with the higher average for all the rest.,1747352
2198,22,Male,left,right,Not at all,Not at all,Always,"I would use the forced choices to gauge which column had usually higher values. If the multiplication column was higher and the math wasn't too annoying, I would do the multiplication. Otherwise I would just add.",2351772
5791,18,Female ,right,left,Not at all,Not at all,Always,Intuituion ,1386853
4289,20,Male,left,right,Not at all,Not at all,Always,A lot of it was chance,1261833
4610,18,Female ,right,left,Some of the time,Not at all,Most of the time,"Most of the time I just looked at the averages of each slot machine and went off of that. Sometimes I just chose randomly though, if I couldn't go by averages. ",2443403
1594,21,Female,left,right,Some of the time,Not at all,Most of the time,"I tried to choose the slot with the highest numbers, but sometimes did it based on the easiest math problem.",1787918
4149,19,Female ,left,right,Not at all,Not at all,Always,"If the multiplication seemed hard, I would choose to do addition",1754126
5794,20,Female ,right,left,Not at all,Not at all,Most of the time,whichever operation was easier to solve mentally,3218415
5601,18,Female ,right,left,Not at all,Not at all,Always,no,7873602
5279,18,Male,right,left,Not at all,Some of the time,Not at all,none,2563822
5759,18,Female,right,left,Some of the time,Not at all,Most of the time,The numbers; whichever had the higher numbers are the ones that I chose. ,2254432
3428,20,Female ,right,left,Not at all,Not at all,Always,I just tried to guess which column had a higher average.,2520559
5488,18,Female,left,right,Not at all,Not at all,Always,I did the easiest math problem. Sometimes if I saw a trend I would do the one I think would be higher.,1532548
5272,19,Female ,left,right,Not at all,Not at all,Always,i missed something in the directions so i did not know what i was supposed to be doing. I did it randomly.,2651940
5847,20,Male,left,right,Not at all,Not at all,Always,"I mostly just chose the one that had the higher average, unless they were close and I only had one sample of the one with a lower average. I sometimes ventured away from the one with the higher average if I was curious.",2308534
5857,18,Male,left,right,Not at all,Not at all,Always,"When choosing the column, I just tried to see which column was giving higher numbers on average. If they were about the same, I decided to use the addition column because it was easier to solve in my head.",3630270
3931,19,Female ,left,right,Not at all,Not at all,Always,"If I saw the blue column had higher numbers during the forced selection, I continued with blue, unless it suddenly got lower; in that case, I switched to the other side.",2348120
329,21,Female ,left,right,Not at all,Not at all,Always,nope,1497474
5176,19,Female ,right,left,Not at all,Not at all,Most of the time,"I tried to follow the pattern of the forced pull slots, but not all the time",1720955
5237,19,Female ,left,right,Not at all,Not at all,Always,Sometimes followed a pattern from the preselected ones.  Did multiplication when it was easier.,2278547
5001,18,Male,right,left,Not at all,Not at all,Not at all,no,1129771
5821,20,Male,left,right,Not at all,Not at all,Always,i just did the one that was the easiest to do in my head,1892311
279,21,"she/her, they/them",left,right,Not at all,Not at all,Always,"Mostly if I recognized higher numbers favoring one side, I went with that route. Though sometimes I just got too bothered to care and added since it was easier (ie with large numbers).",1903417
5832,21,non binary,right,left,Not at all,Not at all,Always,"how high the values shown during forced picking, as well as the range of variation. Also how easy it was to multiply vs add ",1814743
2460,20,Male,left,right,Not at all,Not at all,Always,None,2106630
4977,19,Female,right,left,Not at all,Some of the time,Most of the time,I looked at the numbers that were chosen before and picked the bandit on the side with the overall highest numbers. ,3216712
5793,19,Female,left,right,Not at all,Not at all,Always,Mostly just looking at the numbers and roughly assuming the averages,3049373
5751,18,Female ,left,right,Some of the time,Some of the time,Most of the time,Observation of previous results,2337990
5752,19,Female ,right,left,Not at all,Not at all,Always,for double digits that included 10 ex. 16 I would add 10 plus the number ex. (10   6) and multiply the individual number by the other factor ex. 22 x 10   22 x 6,3308714
3512,20,Female ,right,left,Not at all,Most of the time,Some of the time,if i was given 2 from each machine i looked at their average.,2156929
5844,18,Female,right,left,Not at all,Not at all,Always,Generally went with the side that had a higher average over the first few numbers,3672522
5745,20,Female ,right,left,Not at all,Not at all,Always,i averaged the forced pulls and after each pull averaged again and always picked the bandit with the highest average at that point,3533695
4580,19,Male,left,right,Some of the time,Not at all,Most of the time,took the average of both sides,2221285
5784,19,Male,left,right,Not at all,Not at all,Always,"amount of numbers revealed, average value of numbers revealed",2298937
5523,20,Male,left,right,Not at all,Not at all,Always,N/A,1734507
4272,19,Female,right,left,Not at all,Not at all,Always,I always went with the side with a higher average,2540178
5746,18,Female ,left,right,Not at all,Most of the time,Some of the time,Tried to see which side was adding up to more,2655865
5796,18,Female ,left,right,Not at all,Not at all,Always,The numbers that I could already see in the columns.,1765895
5722,20,Male,right,left,Not at all,Not at all,Always,"For the first half, I chose based on which one looked like it had the higher average. Then I got tired and if the averages were close, I would just do the addition problems because they were easier.",2805913
5369,20,Female ,right,left,Not at all,Not at all,Always,I choose the one with larger average on the first four forced choiced,3144003
5777,19,Male,left,right,Not at all,Not at all,Always,"I based my decision (choosing either bandit) off of the first few numbers that popped up on each. If one demonstrated more consistency over the other, I chose that one. If one had higher numbers than the other, I chose that one.",2123656
5747,18,Male,left,right,Not at all,Not at all,Always,I looked at the choices that were prepicked and then tried to find a pattern of which seemed to be increasing or decreasing. Or if the sum of one was much higher than the other. I also didn't try to do multiplication problems I knew I might not get right because it was not worth losing the opportunity to get even a small amount of points on the addition side. ,2190808
578,22,Male,right,left,Not at all,Not at all,Always,"I mostly made choices based on the averages of the two columns. However, I did switch up my strategy on a few attempts.",3289602
698,22,Female,right,left,Not at all,Not at all,Always,"I picked what would be unexpected. If only one number was available in the column during the forced pull, I chose to calculate for the value of that column's mathematic function.",5752483
5814,19,Female,right,left,Not at all,Not at all,Always,I used the arrow strategy,2090387
4559,19,Female ,left,right,Not at all,Not at all,Always,"based on which side tended to have higher numbers, that is mainly how I picked. Sometimes even if the right seemed to have higher numbers but the values were about equal and the multiplication problem would have been hard I did the addition to be done quicker",2015031
5865,19,Male,left,right,Not at all,Not at all,Always,the easiest one,1441793
247,21,Female ,right,left,Not at all,Not at all,Always,average of each column thus far,2524376
5485,19,Female,left,right,Some of the time,Not at all,Most of the time,Often times I would pick based on if the problem was easy to multiply or not.,2990953
5776,19,Female ,right,left,Not at all,Not at all,Always,"eventually I only chose the column that had the larger average of already revealed answers because when the rest of the column seemed to be in a similar range as those already revealed answers. When I didn't do that, there were never numbers that were much higher than the previously revealed numbers in that column.",26272929
2457,21,Female,left,right,Not at all,Not at all,Always,"Largest value, or ability to solve math problem correctly",2105037
3310,20,Female,left,right,Not at all,Not at all,Always,Picked based on the previous revealed values or just went back and forth,1825450
2490,21,Female ,left,right,Some of the time,Some of the time,Some of the time,n/A,3417955
2883,21,Female,right,left,Not at all,Not at all,Always,"if it was too hard to multiply, I added instead. Unless it seemed like the multiplication slot machine was giving much higher rewards than the addition slot.",1974435
4183,20,Female ,left,right,Not at all,Not at all,Always,The side with the higher numbers is the side I would choose,2231069
1638,21,Female,right,left,Not at all,Not at all,Some of the time,No,1954063
3834,20,Male,right,left,Not at all,Not at all,Always,If there were more forced choices for one slot,2142013
5859,18,Female ,left,right,Some of the time,Not at all,Most of the time,Most multiplication problems were memorized from previous math years so I did those. The addition was the easy choice. ,3938209
5838,19,Male,right,left,Not at all,Not at all,Always,"In general, after the 4 ""forced picks"", I stayed consistent with whichever side demonstrated a higher average in the forced picks.",1571967
5872,20,Female ,left,right,Not at all,Not at all,Always,WHATEVER COLUMN HAD THE HIGHEST NUMBERS,2778161
5795,19,Male,right,left,Some of the time,Some of the time,Some of the time,I didn't have a specific strategy.,1773509
5301,18,Female ,right,left,Not at all,Not at all,Always,I just picked addition cause I couldn't find a pattern and it was easier than multiplication,5913466
4021,19,Female ,left,right,Not at all,Not at all,Always,I looked at the general patterns of each bandit. The one with the generally larger numbers is the one that I would choose. ,3277755
5819,18,Female ,left,right,Some of the time,Always,Most of the time,I looked at the numbers I was shown and tried to quickly come up with an average of which side was larger and then performed the calculation corresponding to that side.,2223995
5790,18,Female,left,right,Not at all,Not at all,Always,i mostly used addition because it was faster ,1850518
5836,20,Male,right,left,Not at all,Not at all,Always,try to use the currently available information to make judgment of which side tends to be larger.,2555751
5290,19,Female,left,right,Not at all,Not at all,Always,Not really. I switched between multiplying and adding most rounds.,2213339
5041,19,Male,left,right,Some of the time,Not at all,Most of the time,"When the problems were more complicated, I tend to break it down ",11790547
3127,20,Female,right,left,Not at all,Not at all,Always,The numbers that I saw during the forced pulls factored into my choice.,2095660
4058,19,Female,right,left,Not at all,Not at all,Always,I felt that I should do multiplication more often on the double digit numbers based on my idea that harder work = higher reward. sometimes I just didn't want to do it though so I went with addition at times too.,2409872
5833,19,Male,left,right,Not at all,Not at all,Always,"I tried to gauge which slot machines were consistently putting out higher numbers and continued to try and choose that machine. However, for some of the multiplication problems that were a lot for me to do in my head, I chose the addition problems regardless of the pattern I saw.",3048345
4247,19,Male,right,left,Not at all,Not at all,Always,I chose the problems that were the easiest ,1279860
5884,18,Female,right,left,Not at all,Not at all,Always,if the multiplication was something hard i would do the addition. otherwise i would usually choose based on which one i thought would give me the highest value given the other values that were outputted,2588730
3809,20,Female,right,left,Not at all,Not at all,Always,"I just picked whichever seemed to have a higher average, except for sometimes when I would get distracted and do and enter the addition solution without thinking
",2275069
5830,19,Male,right,left,Not at all,Not at all,Always,"I tried to get an even amount of numbers on the left and right side. However, if the first 2 numbers were significantly different (22 vs 70) I always attempted to solve the side with the larger numbers. However, sometimes, I accidentally added instead of multiplied and vise versa.",2402395
3516,20,Male,right,left,Not at all,Not at all,Always,If I only received 1 number from a column I normally tried to check that column again and go with the one with more data if the number wasn't high enough. Also sometimes I got lazy and picked whichever side I could solve faster. ,2984660
5330,18,Female,left,right,Not at all,Not at all,Always,I mostly just picked randomly,2070433
4188,19,Female,right,left,Not at all,Not at all,Most of the time,No!,1920375
5853,20,Female,left,right,Not at all,Not at all,Always,How easy the multiplication/addition was so if the numbers were too big and hard to multiply out in my head I would opt for addition.,1874972
5817,18,Female,right,left,Some of the time,Some of the time,Most of the time,no,1666108
5837,19,Male,left,right,Not at all,Not at all,Always,"I based my choices off of the pattern of the badits that came before and when I really could not decide, I slightly erred towards picking the multiplication bandit if the problem was hard.",2585657
3822,19,Female,left,right,Not at all,Some of the time,Most of the time,"I just picked the one that was averaging higher with the forced pull. When one side had only one forced pull, I would pick it to get more information. ",2938016
3964,19,Female,right,left,Not at all,Not at all,Always,"I tried to pick the one that had higher numbers. If the side with higher numbers was the left, I picked the right one sometimes if the multiplication was too hard to do since some points are better than no points.",2001802
5430,20,Female,right,left,Not at all,Not at all,Always,I generally based on the forced choice to see which slot have more larger numbers. I do not make choice based on the relative difficulty of the math problems.,1992035
5442,18,Female,right,left,Not at all,Some of the time,Most of the time,I had no strategies. ,3256101
4324,21,Male,right,left,Not at all,Not at all,Always,Rhythm,2323846
5785,18,Female,right,left,Not at all,Not at all,Always,nope,3124023
2365,20,Female,right,left,Not at all,Not at all,Always,I stayed with the slot machine that had the highest expected value each time,3072281
5828,20,Female,left,right,Some of the time,Not at all,Some of the time,I just chose randomly,3290765
5808,19,Female,left,right,Some of the time,Not at all,Most of the time,Usually the ones that had a higher number (if there was one) or the higher average. ,2344197
2756,20,Female,left,right,Not at all,Not at all,Always,I usually picked the side that had more larger numbers. Unless the multiplication would have taken too long. Then I picked the addition side.,2121979
5860,19,Male,left,right,Not at all,Not at all,Always,no strategies. Did whatever operation that seemed easier to me first.,1528311
5890,18,Female,right,left,Not at all,Not at all,Always,No,3125915
5782,31,Male,right,left,Not at all,Some of the time,Most of the time,"I usually went with the side with the higher average. If they were close and the addition was easier I would do chose that one, essentially buying info with an easy answer. If then it was clear I needed to struggle through the multiplication for a bigger pay out I would.",4018072
5260,18,Female,left,right,Not at all,Not at all,Always,"I simply looked at the common numbers shown in the locked answers for guidance on the higher average. Sometimes I also got lazy to multiply the larger numbers so I simply added. If the numbers were single digits, depending on the previous answers, I would multiply or add. ",9181164
2206,22,Male,left,right,Not at all,Not at all,Always,I try different patterns and the moment they don't seem to work out I tried to change and adapt.,4455981
5826,19,Female,left,right,Not at all,Not at all,Always,"I primarily decided based on the column that seemed to have the higher average. If the averages seemed the same, I chose the addition column because it was easier.  ",3380841
5457,18,Female,left,right,Not at all,Not at all,Always,Choosing the slot that showed the higher numbers,2639918
5887,18,Female,left,right,Not at all,Some of the time,Most of the time,Whatever operations I memorized were helpful when deciding to choose,1752163
3477,21,Female,left,right,Some of the time,Not at all,Most of the time,the first four numbers,2146176
5744,42,Female,right,left,Not at all,Not at all,Always,I don't understand what the bandit is you are referring to. I thought all the choices were forced so I picked the lever the arrow pointed to. I used a mental area model strategy to solve the math problems. ,3145615
2926,21,Male,right,left,Not at all,Not at all,Always,"factored in highest numbers, but weren't the only thing",2200800
5866,19,Female,right,left,Some of the time,Not at all,Most of the time,"If the values showed to me were very similar to each other on both sides, I would choose to add the next number since that is the easiest to do. When the numbers showed to me were larger on one side by a lot, I would multiply/add on that given side. Multiplication was the most difficult to me when the numbers were double digits so I would take more time to solve the problem when it seemed like a large number was at stake. ",2755917
2546,20,Female ,right,left,Not at all,Not at all,Always,"If it was an easy multiplication problem, I choose whichever I thought would give me a higher number. If not, I stuck with addition because it is easier",2390777
4529,21,Male,right,left,Not at all,Not at all,Always,no,28736584
2541,22,Male,right,left,Not at all,Not at all,Always,which column had the higher numbers,1955808
5904,19,Female,left,right,Not at all,Not at all,Always,i didn't do multiplication for the easy multiplying ones,2484040
593,21,Female,right,left,Not at all,Not at all,Always,which side had provided more numbers and ease of the multiplication,2089637
1458,22,Female,right,left,Some of the time,Not at all,Most of the time,"If there was not a huge different in the mean at a quick glance, I chose the easier math problem. If there was a huge difference, I would sometimes do the harder math problem if it wasn't too hard, but there was a threshold where I did not want to do the hard one even though it would bring the average up.",2082006
1285,21,Female,right,left,Most of the time,Not at all,Some of the time,the average of the numbers revealed,4489159
2647,21,Female,right,left,Not at all,Not at all,Always,I chose whichever calculation was easier for me. ,2002561
